filename,duration_sec,rms,sample_rate,spectral_centroid,zero_crossing_rate,tempo_bpm
dialogue1_cave.wav,50.444,2097.0,44100,2024.0255348579046,0.043776521144994245,123.046875
music10.wav,30.013,4688.0,44100,1046.0755335481037,0.016885732369006187,89.10290948275862
sfx4.wav,4.305,23.0,22050,2938.860560331648,0.19176327284946237,117.45383522727273
sfx5_sad.wav,21.248,23.0,11025,1384.953556710212,0.11848922796124454,129.19921875
